Uniformity,Energy,Entropy,Label
0.0,0.40443182922800325,0.5190236205044121,Sapi
0.0,0.372830595080551,0.28720603234544306,Sapi
0.0,0.4491607668277644,0.32511705708235006,Sapi
0.0,0.22798913477517976,0.450220819683091,Sapi
0.0,0.1290498473008844,0.6907803008012969,Sapi
0.0,0.45120521283130566,0.3168470455717758,Sapi
0.0,0.28070891612636323,0.43195761448247794,Sapi
0.0,0.08326565195081896,0.7157465550516129,Sapi
0.0,0.09593991881518686,0.4507345510570824,Sapi
0.0,0.34562071357917196,0.4371893654411636,Sapi
0.0,0.3026099660456477,0.655450282943562,Sapi
0.0,0.5108039669800204,0.4646015632333933,Sapi
0.0,0.18824006457745587,0.7515346650160124,Sapi
0.0,0.5202251392762668,0.4212061505780502,Sapi
0.0,0.23625450050037183,0.39262618388167514,Sapi
0.0,0.3117724075892209,0.6117424797355024,Sapi
0.0,0.6339398009148314,0.08131375901531435,Sapi
0.0,0.20215926706314033,0.6422057599639599,Sapi
0.0,0.34994813105830286,0.7381451649151103,Sapi
0.0,0.6672817496869354,0.717238695771643,Sapi
0.0,0.5398182813346515,0.0,Sapi
0.0,0.6966088993752797,0.2977562857701388,Sapi
0.0,0.275632459259869,0.45761660774341095,Sapi
0.0,0.1937137508165677,0.3547575227588622,Sapi
0.0,0.18978690297802286,0.3852956636075211,Sapi
0.0,0.1862299539533127,0.42599606293805703,Sapi
0.0,0.24476909349317,0.6661735674204197,Sapi
0.0,0.25958188180504227,0.5555043373118478,Sapi
0.0,0.6009089699796818,0.5496856137301327,Sapi
0.0,0.03744870523443721,0.25400336759418174,Sapi
0.0,0.31888926793270794,0.22416045391979633,Sapi
0.0,0.3004452003115879,0.30387980708808815,Sapi
0.0,0.08540381831398611,0.676942816689742,Sapi
0.0,0.31492035765474147,0.5997177376942995,Sapi
0.0,0.2960496399431839,0.6862331534904929,Sapi
0.0,0.3313582188829773,0.5139037787258696,Sapi
0.0,0.3484203126456634,0.746632814999356,Sapi
0.0,0.543638313894604,0.3661082786878431,Sapi
0.0,0.7699151476521368,0.48609302804046095,Sapi
0.0,0.2719000031960694,0.4772467499117532,Sapi
0.0,0.08683236382436739,0.659032597262593,Sapi
0.0,0.12166282480512992,0.7804197940027553,Sapi
0.0,0.3011628622181962,0.3179918519414757,Sapi
0.0,0.8606327306784981,0.28300997779772175,Sapi
0.0,0.029366502495492015,0.663827327937021,Sapi
0.0,0.5001992135953021,0.5108615555381286,Sapi
0.0,0.20481289880632428,0.2510655583007928,Sapi
0.0,0.19924477800296259,0.3015749893310513,Sapi
0.0,0.3321868985289281,0.4847310198281187,Sapi
0.0,0.3338845293286418,0.12057427946527621,Sapi
0.0,0.0967619803093561,0.4659233949992183,Sapi
0.0,0.16924011721765692,0.5888752565749407,Sapi
0.0,0.753523494220681,0.14025388176882014,Sapi
0.0,0.2649151430109656,0.5341122219330918,Sapi
0.0,0.3952611457976982,0.2013802857456346,Sapi
0.0,0.38140635482694185,0.2615093756517979,Sapi
0.0,0.2575166770102699,0.2108181993319116,Sapi
0.0,0.2817849475289342,0.4282304030088575,Sapi
0.0,0.19396851759775302,0.708632694049264,Sapi
0.0,0.2650434126669991,0.5269593028238404,Sapi
0.0,0.1839413486226734,0.44296303934687753,Sapi
0.0,0.30181633255745716,0.6523573470274906,Sapi
0.0,0.2911137008845928,0.35668079004555775,Sapi
0.0,0.11038851885423714,0.6021278647046566,Sapi
0.0,0.13277054290925008,0.6495512590673131,Sapi
0.0,0.6224764993043713,0.4921433314073589,Sapi
0.0,0.3902943020045093,0.5767580603914126,Sapi
0.0,0.20499191224913468,0.6211453738644455,Sapi
0.0,0.1150167899863077,0.5319927882510518,Sapi
0.0,0.2948023270590987,0.6950523032490992,Sapi
0.0,0.15992353466734027,0.6785190096456368,Sapi
0.0,0.15492280007600345,0.7243677177081143,Sapi
0.0,0.26242428355783876,0.5457389312962704,Sapi
0.0,0.3560623842693522,0.37203552387802663,Sapi
0.0,0.30195962096724727,0.6496903388190409,Sapi
0.0,0.32103973229785343,0.5568372971412039,Sapi
0.0,0.031305134422872784,0.8727556260119513,Babi
0.0,0.023819567417444513,0.7946344157389218,Babi
0.0,0.0045450349928662145,0.9533918254467473,Babi
0.0,0.050519319996743375,0.9296398920820428,Babi
0.0,0.004898775233698238,0.9739473709440016,Babi
0.0,0.005247337193459983,0.9949942588851313,Babi
0.0,0.0013473621207386757,0.9813170743144859,Babi
0.0,0.0171203818190821,0.9840793785843918,Babi
0.0,0.025217061784753813,0.9775734940869096,Babi
0.0,0.021657097536152504,0.9312111486722969,Babi
0.0,0.008659275311931319,0.9615965160977273,Babi
0.0,0.018087492005954303,0.9254139209343313,Babi
0.0,0.013491994125572964,0.9366876353063063,Babi
0.0,0.0015020461758124902,0.9782995716891021,Babi
0.0,0.03172701538529178,0.8753367092427187,Babi
0.0,0.008830814496213733,0.9708233551664627,Babi
0.0,0.005862015265938033,0.9772964724120063,Babi
0.0,0.009994664479773208,0.9791218273710554,Babi
0.0,0.021837536373967927,0.9571147750814779,Babi
0.0,0.010531206393857706,0.9714703546029808,Babi
0.0,0.023436795313661333,0.9721751115335691,Babi
0.0,0.058943380803716944,0.8994997166217455,Babi
0.0,0.006216337377449997,0.9433923691015762,Babi
0.0,0.029955809980698005,0.8832720138887993,Babi
0.0,0.006832971098160315,0.9570329020481063,Babi
0.0,0.013792988356586603,0.9835510249769763,Babi
0.0,0.017638447196413734,0.8611330301155444,Babi
0.0,0.02225822315567606,0.9858920530698017,Babi
0.0,0.04998036134364843,0.9451586307540261,Babi
0.0,0.02377740106211872,0.9765586501124988,Babi
0.0,0.014273962713337317,1.0,Babi
0.0,0.01818082271920152,0.9656176428841476,Babi
0.0,0.01817385445733445,0.8066078716308462,Babi
0.0,0.01595727685481845,0.9502076803148967,Babi
0.0,0.013143278986549848,0.9105455670847054,Babi
0.0,0.020652181955598002,0.9801412402676464,Babi
0.0,0.0027635308747439146,0.9868165358526477,Babi
0.0,0.02623519080099208,0.9545224517878497,Babi
0.0,0.007299442165908112,0.9811751757955838,Babi
0.0,0.0076831119611483825,0.8951325999893562,Babi
0.0,0.03381775135042585,0.8674580855320855,Babi
0.0,0.008480737838449687,0.9569532823643776,Babi
0.0,0.05158210821153367,0.9578048370605972,Babi
0.0,0.020245092134053004,0.9396297727459162,Babi
0.0,0.013693787278219018,0.9192989186561178,Babi
0.0,0.0393861217704776,0.8981991534742075,Babi
0.0,0.01242115273826861,0.9530519022220396,Babi
0.0,0.03202237215942709,0.9737349140353695,Babi
0.0,0.01863846407319645,0.9630714005609571,Babi
0.0,0.013464372884166074,0.965863194380888,Babi
0.0,0.012887915346039891,0.7820287688842269,Babi
0.0,0.013634275929979817,0.9768109352039316,Babi
0.0,0.018433701220570215,0.9272603537187694,Babi
0.0,0.007067283655523091,0.9828673708178224,Babi
0.0,0.012180336768863279,0.9365253433535052,Babi
0.0,0.04157926767170983,0.8188556175502626,Babi
0.0,0.018406249182954793,0.9573277637065889,Babi
0.0,0.004759980226253673,0.8659294358585887,Babi
0.0,0.015752886096902133,0.8832846105411623,Babi
0.0,0.0358206395254386,0.9422527958135642,Babi
0.0,0.004889640968800796,0.977355206910639,Babi
0.0,0.026434941219303454,0.9547957927610407,Babi
0.0,0.013352020961947634,0.9723629721231273,Babi
0.0,0.025566096059053772,0.9803882057128401,Babi
0.0,0.036705912892490346,0.9377328750046727,Babi
0.0,0.0,0.9778960352994392,Babi
0.0,0.0315298571217586,0.959234438962211,Babi
0.0,0.006803481795051302,0.9418272774534469,Babi
0.0,0.010664243331331426,0.875931274245481,Babi
0.0,0.02173791478367309,0.8750808497259008,Babi
0.0,0.009871095450707836,0.9382394309505822,Babi
0.0,0.007779943017102605,0.9653125752560472,Babi
0.0,0.024214209501943643,0.9794566512962382,Babi
0.0,0.02267215385687646,0.9473394727059032,Babi
0.0,0.030112208225120164,0.9645858429242189,Babi
0.0,0.0029047448364256986,0.9822178732638509,Babi
0.0,0.015375702589067352,0.9504176418255632,Babi
0.0,0.00460106034315941,0.9648651380092446,Babi
0.0,0.008924322078137212,0.837045751817584,Babi
0.0,0.03828864156231123,0.91186252802569,Babi
0.0,0.01084895161757058,0.9444324116644189,Babi
0.0,0.03234326318030366,0.9246288401725673,Babi
0.0,0.007525250866373382,0.8940151579937954,Babi
0.0,0.025515170813844253,0.9569509845506543,Babi
0.0,0.015988859900027054,0.9915941304215101,Babi
0.0,0.010560509211737495,0.862467103262115,Babi
0.0,0.018721102118687747,0.9804921449165009,Babi
0.0,0.008613424976103099,0.9499594733938101,Babi
0.0,0.014484892146770536,0.8756081008328582,Babi
0.0,0.026131370870552416,0.974933086259977,Babi
0.0,0.007278349709898,0.9428863644931527,Babi
0.0,0.008114247240244229,0.9224889192476393,Babi
0.0,0.04578438195831649,0.9172526293474164,Babi
0.0,0.007594942127431033,0.9719862141802844,Babi
0.0,0.007428868483917158,0.9205090711334902,Babi
0.0,0.02622469361448796,0.9561677078972748,Babi
0.0,0.005161383595708974,0.9745134018514152,Babi
0.0,0.028188309894011197,0.9495506432931595,Babi
0.0,0.0034670287172975326,0.9166478861163796,Babi
0.0,0.03464190084512046,0.9677418133721227,Babi
0.0,0.03654812126542533,0.9501762666502547,Babi
0.0,0.006852040335683339,0.9009605734794706,Babi
0.0,0.030188679391215927,0.9822070554669589,Babi
0.0,0.014573200025980525,0.9479216306011775,Babi
0.0,0.03927566708573224,0.6827148657312483,Babi
0.0,0.021531918995544155,0.9321441683519698,Babi
0.0,0.040091471718595034,0.9386363180581858,Babi
0.0,0.027272525809142457,0.973355140660451,Babi
0.0,0.019023375504709627,0.9618236054654457,Babi
0.0,0.008210233027882713,0.9716470593934305,Babi
0.0,0.0036346430351833483,0.9741308260905779,Babi
0.0,0.020847051994133132,0.9415301405533576,Babi
0.0,0.02044058638195653,0.9644584423244416,Babi
0.0,0.010788252400682336,0.8903535307832966,Babi
0.0,0.023625579942436067,0.9885376853723882,Babi
0.0,0.004160436798254986,0.9747599217581238,Babi
0.0,0.026758782086523887,0.9541296620046404,Babi
0.0,0.012235813453524796,0.883270920415927,Babi
0.0,0.05072439012617724,0.9314749561326217,Babi
0.0,0.009234972947206812,0.984360079650501,Babi
0.0,0.03556965063585835,0.9386959304368698,Babi
0.0,0.015335936220099555,0.8895893289256414,Babi
0.0,0.017018547124664492,0.948080475799288,Babi
0.0,0.019642463765907395,0.9520991453760645,Babi
0.0,0.020763413522707077,0.9787030330615174,Babi
0.0,0.018897411273375395,0.7815586692404786,Babi
0.0,0.01595566493204784,0.9043645644323446,Babi
0.0,0.010176684960311086,0.9831169075445141,Babi
0.0,0.030991150170469255,0.8879000729083568,Babi
